StudyID,NodeID,Description,LOPATarget,LOPATargetDiscussion,Status,CreatedDate,CreatedBy,FrequencyEstimation,ApproxLatitude,ApproxLongitude,StudyForInhalation,StudyForFire,ReliefCalculation,StoragePressure,StorageTemperature,ExitPressure,ExitTemperature,ReliefRate,CatastrophicRelease,DischargeDiameter,ReleaseElevation,ReleaseOrientation,RelievingPhase,MaximumVolume,MolarComposition,Basis,MaximumMass,AvailablePoolArea,IndoorRelease,LOPAID,CapitalProject,ProcessingLog,DistNonProcPlantPop,ProcAreaPopDensity,Site,IncludeDiagnostics,PersonnelAtReleaseElevation,WeatherCondition,NightProcAreaPopDensity,ProductionRoomVol,ProductionRoomACH,ProductionRoomVentDiameter,ProductionRoomVentOrientation,ProductionRoomVentElevation
1471,438,"The methanol/potassium formate salt mixture from the hot side of heat exchanger 2530L would leak out of the cleaning/draining valves. 
",,H10-13091 is DN100 nozzle,21,2024-02-16 07:04:33.580,u331462,0.0,,,True,True,False,113.0,65.0,,,,False,4.0,1.0,0,0,,False,Mass,21302.0,,False,H10-13091 is left open for example after cleaning. ,,,30.0,0.6,,False,False,both,0.2,,,,,
1472,399,"TTID 1472; LOPA 1117672395. 
Scen1: Pumppuvika 4161/4162 -> 4150 hajoaa -> syöttö jatkuu

Rev A 16.2.2024 Ensimmäinen versio. 
Rev B 22.7.2024 Offsite ja occupancy päivitetty.",,"Flow according to HMB.

4161/4162 pumppuvika
1. Hydrolyysireaktorissa 4200 on kovempi paine kuin sekoitussäiliössä 4150, joten nesteen virtaus sieltä on mahdollista
2. Pinta sekoitussäiliössä nousee
3. Sekoitussäiliö tulee täyteen
4. Paine nousee sekoitussäiliössä 4150
5. 4150 sekoitussäiliön suunnittelupaine ylittyy yli 2-kertaisesti
6. Sekoitussäiliö hajoaa
7. Vuoto ulos (Sekoitussäiliön syöttö jatkuu)
8. Myrkyllisyysvaikutus
9. Henkilövahinko",0,2024-02-16 08:56:26.457,u330435,0.0,65.035212,25.521848,True,True,True,,,0.1,51.0,46068.0,False,4.0,6.0,0,0,,False,Mass,100000.0,95.0,False,1117672395,,,323.0,2.3,,False,False,both,0.3,,,,,
1473,341,"just a copy to see if this one returns.  Failure of 7R-C-101 due to liquid overfill, release of 29.4% ammonia solution in water, located inside B-7R, 4th Floor - Impact to personnel on production floor only.  results for this model should only consider the ""on-site"" results category.  the results for building and offsite should be ignored.  modeling for building and offsite impact are based on an ""indoor release model"", performed separately.

actual release temperature is 30 deg C.  the temperature input here is artificially lowered such that the ideal VLE calculated vapor pressure matches the actual vapor pressure of the mixture at the release conditions.",,,0,2024-02-16 09:27:06.260,u773253,10.0,36.525283,-82.544515,True,True,False,150.0,-2.0,,,,True,,0.0,0,0,,False,Mass,5850.0,17.3,False,,,,165.0,5.0,Kingsport,False,False,night,3.0,,,,,
1474,456,"L-2241 malfunctions low while reading high. Rupture of TK-220, release of process materials with potential for personnel injury due to chemical exposure or fire.",,,0,2024-02-16 21:22:20.493,u330157,11.0,30.249691,-91.090809,True,True,True,0.1,25.0,0.2,25.0,30088.0,False,3.0,1.5,0,0,,False,Mass,1003040.0,672.0,False,25.2.1.1,,,182.0,3.0,St. Gabriel,False,False,night,,,,,,
1475,456,test,,,0,2024-02-17 01:57:52.790,u330157,0.0,41.655593,-72.603657,True,False,False,0.1,27.0,,,,True,,0.0,0,0,,False,Mass,90000.0,,False,Test,,,100.0,5.0,,False,False,both,2.0,,,,,
1476,231,"Gaia-mallinnus ammoniakkivuoto, 50 mm  ",,,0,2024-02-19 01:07:52.520,u331334,,65.032554,25.513839,True,True,True,210.3,-33.0,210.3,-33.0,48501.0,False,2.0,5.35,0,0,,False,Mass,60000.0,,False,,,,111.0,0.2,,False,False,both,0.1,,,,,
1477,231,"Pieni ammoniakkivuoto, 12 mm - laippa/letkuvuoto",,,0,2024-02-19 01:13:46.980,u331334,,65.032554,25.513839,True,True,True,210.3,-33.0,210.3,-33.0,48501.0,False,0.2,5.35,0,0,,False,Mass,40000.0,,False,,,,111.0,0.2,,False,False,both,0.1,,,,,
1480,457,"Käynnistyksessä 3300 sekoitussäiliön neste kylmää ja palautustisleitä ei tule paljoa sekoitussäiliöön
1. 3161/3162 pumpun käynnistäminen voi aiheuttaa pinnan laskua ja alipaineen 3300 sekoitussäiliöön sekä 3320 lauhduttimeen
2. 3320 lauhduttimen lommahdus
3. Laiterikko
4. Vuoto sisäänpäin
5. Räjähdysvaarallinen kaasuseos sekoitussäiliöön 3300
6. Jos laitteen sisällä on syttymislähde, syttyminen ja räjähdys
7. Metyyliformiaattisyöttö jatkuu
8. Myrkyllisyysvaikutus, tulipalo
9. Henkilövahinko",,"MH2 tasetiedot, mutta määrä muutettu MH1 syöttöä vastaavaksi (16000 kg/h).",0,2024-02-19 09:13:19.383,u330435,,65.034811,25.521296,True,True,True,0.1,46.3,0.1,51.0,35274.0,False,4.0,6.0,0,0,,False,Mass,100000.0,95.0,False,,,,22.0,0.9,,False,False,both,0.5,,,,,
1481,457,"LC-3150 pinnansäätöpiirin vika, venttiiili LV-3150 auki MF-linjassa (vuoto alapäässä)
1. 3300 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (7,5 TSP-vesi) 
3. 3300 sekoitussäiliön suunnittelupaine (4 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 09:13:20.533,u330435,,65.034811,25.521296,True,True,False,75.4,46.3,119.0,46.3,87964.0,False,1.0,1.0,0,2,,False,Mass,39908.0,95.0,False,,,,22.0,0.9,,False,False,both,0.5,,,,,
1483,457,"FC-3202 virtaussäätöpiirin vika, venttiiili FV-3202 auki vesilinjassa (vuoto alapäässä)
1. 3300 Sekoitussäiliö täyttyy ja ylitäyttyy 
2. Tulevan metyyliformiaatin paine noin 7,5 bar (7,5 TSP-vesi) 
3. 3300 sekoitussäiliön suunnittelupaine (4 barg) ylittyy yli 1,3-kertaisesti 
4. Sekoitussäiliössä laippavuoto 
5. Vuoto ulos 
6. Myrkyllisyysvaikutus, tulipalo 
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 09:13:21.773,u330435,,65.034811,25.521296,True,True,False,75.4,53.0,119.0,53.0,20362.0,False,1.0,1.0,0,0,,False,Mass,20896.0,95.0,False,,,,22.0,0.9,,False,False,both,0.5,,,,,
1486,458,"MH1 tehtaan pysäytys ja alhainen höyryn kulutus voivat huonontaa ruiskutuksen toimintaa
1. 5,5 bar höyryn lämpötila nousee max. 220 C asteeseen
2. Hydrolyysireaktorin 3230 lämpötila nousee samoin, jolloin höyrynpaine voi nousta 34,8 barg
3. Reaktorin 3230 suunnittelupaine ylittyy yli 1,3-kertaisesti
4. Laippavuoto ulos reaktorin kannesta
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 09:13:28.320,u330435,0.0,65.034811,25.521296,True,True,False,505.0,220.0,145.0,51.0,38569.0,False,1.0,6.0,0,0,9.2,False,Mass,9200.0,95.0,False,,,,22.0,0.9,,False,False,both,0.5,,,,,
1487,458,"3161/3162 pumppuvika (catastrophic release)
1. Hydrolyysireaktorissa 3230 on kovempi paine kuin sekoitussäiliössä 3300, joten nesteen virtaus sieltä on mahdollista
2. Pinta sekoitussäiliössä nousee
3. Sekoitussäiliö tulee täyteen
4. Paine nousee sekoitussäiliössä 3300
5. 3300 sekoitussäiliön suunnittelupaine (4 bar) ylittyy yli 2-kertaisesti
6. Sekoitussäiliö hajoaa; myrkyllisyysvaikutus; tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 09:13:28.797,u330435,0.0,65.034811,25.521296,True,True,False,116.0,107.9,113.0,56.34,38569.0,True,1.0,1.0,0,0,,False,Mass,11800.0,95.0,False,,,,22.0,0.9,,False,False,both,0.5,,,,,
1489,457,"LC-3150 pinnansäätöpiirin vika, venttiiili LV-3150 auki MF-linjassa (vuoto yläpäässä)
1. 3300 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (7,5 TSP-vesi) 
3. 3300 sekoitussäiliön suunnittelupaine (4 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 04:31:00.407,u330435,,65.034811,25.521296,True,True,False,75.4,46.3,119.0,46.3,87964.0,False,1.0,6.0,0,2,,False,Mass,39908.0,95.0,False,,,,22.0,0.9,,False,False,both,0.5,,,,,
1490,457,"FC-3202 virtaussäätöpiirin vika, venttiiili FV-3202 auki vesilinjassa (vuoto yläpäässä)
1. 3300 Sekoitussäiliö täyttyy ja ylitäyttyy 
2. Tulevan metyyliformiaatin paine noin 7,5 bar (7,5 TSP-vesi) 
3. 3300 sekoitussäiliön suunnittelupaine (4 barg) ylittyy yli 1,3-kertaisesti 
4. Sekoitussäiliössä laippavuoto 
5. Vuoto ulos 
6. Myrkyllisyysvaikutus, tulipalo 
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 04:38:15.393,u330435,,65.034811,25.521296,True,True,False,75.4,53.0,119.0,53.0,20362.0,False,1.0,6.0,0,0,,False,Mass,20896.0,95.0,False,,,,22.0,0.9,,False,False,both,0.5,,,,,
1492,458,"3161/3162 pumppuvika (catastrophic release jälkeinen vuoto)
1. Hydrolyysireaktorissa 3230 on kovempi paine kuin sekoitussäiliössä 3300, joten nesteen virtaus sieltä on mahdollista
2. Pinta sekoitussäiliössä nousee
3. Sekoitussäiliö tulee täyteen
4. Paine nousee sekoitussäiliössä 3300
5. 3300 sekoitussäiliön suunnittelupaine (4 bar) ylittyy yli 2-kertaisesti
6. Sekoitussäiliö hajoaa; myrkyllisyysvaikutus; tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 05:12:10.620,u330435,0.0,65.034811,25.521296,True,True,True,116.0,107.9,0.1,51.0,35274.0,False,4.0,6.0,0,0,,False,Mass,100000.0,95.0,False,,,,22.0,0.9,,False,False,both,0.5,,,,,
1494,466,"FC-8152 virtaussäätöpiirin vika, venttiiili FV-8152 auki vesilinjassa (vuoto alapäässä)
1. 8150 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (tislepumppu 8,2 barg, 7,5 TPS-vesi) 
3. 8150 sekoitussäiliön suunnittelupaine (6 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 10:17:15.310,u330435,,65.035648,25.523593,True,True,False,119.0,53.0,119.0,53.0,20362.0,False,1.0,1.0,0,0,,False,Mass,20896.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1495,466,"Käynnistyksessä 8150 sekoitussäiliön neste kylmää ja palautustisleitä ei tule paljoa sekoitussäiliöön
1. 8161/8162 pumpun käynnistäminen voi aiheuttaa pinnan laskua ja alipaineen 8150 sekoitussäiliöön sekä 8120 lauhduttimeen
2. 8120 lauhduttimen lommahdus
3. Laiterikko
4. Vuoto sisäänpäin
5. Räjähdysvaarallinen kaasuseos sekoitussäiliöön 8150
6. Jos laitteen sisällä on syttymislähde, syttyminen ja räjähdys
7. Metyyliformiaattisyöttö jatkuu
8. Myrkyllisyysvaikutus, tulipalo
9. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 10:17:16.140,u330435,,65.035648,25.523593,True,True,True,0.1,46.3,0.1,51.0,46068.0,False,4.0,7.0,0,0,,False,Mass,100000.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1496,466,"LC-8150 pinnansäätöpiirin vika, venttiiili LV-8150 auki MF-linjassa (vuoto alapäässä)
1. 8150 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (tislepumppu 8,2 barg, 7,5 TPS-vesi) 
3. 8150 sekoitussäiliön suunnittelupaine (6 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 10:17:17.227,u330435,,65.035648,25.523593,True,True,False,119.0,46.3,119.0,46.3,87964.0,False,1.0,1.0,0,0,,False,Mass,39908.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1501,467,"MH4 tehtaan pysäytyksessä kuumaa höyryä reaktorin vaippaan
1. 8 bar höyryn lämpötila max. 220 C
2. Hydrolyysireaktorin 8200 lämpötila nousee samoin, jolloin höyrynpaine voi nousta 34,8 barg
3. Reaktorin suunnittelupaine (20 bar) ylittyy 1.3-kertaisesti
5. Vuoto ulos reaktorin kannesta
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 10:17:24.483,u330435,0.0,65.035648,25.523593,True,True,False,505.0,220.0,145.0,51.0,38569.0,False,1.0,6.0,0,0,,False,Mass,9200.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1502,467,"8161/8162 pumppuvika (vuoto alapäästä)
1. Hydrolyysireaktorissa 8200 on kovempi paine kuin sekoitussäiliössä 8150, joten nesteen virtaus sieltä on mahdollista
2. Pinta sekoitussäiliössä nousee
3. Sekoitussäiliö tulee täyteen ja paine nousee
3. 8150 sekoitussäiliön suunnittelupaine (6 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 10:17:24.983,u330435,0.0,65.035648,25.523593,True,True,False,113.0,107.9,113.0,56.34,38569.0,False,1.0,1.0,0,0,,False,Mass,12500.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1504,466,"FC-8152 virtaussäätöpiirin vika, venttiiili FV-8152 auki vesilinjassa (vuoto yläpäässä)
1. 8150 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (tislepumppu 8,2 barg, 7,5 TPS-vesi) 
3. 8150 sekoitussäiliön suunnittelupaine (6 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 07:32:02.487,u330435,,65.035648,25.523593,True,True,False,119.0,53.0,119.0,53.0,20362.0,False,1.0,7.0,0,0,,False,Mass,20896.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1505,466,"LC-8150 pinnansäätöpiirin vika, venttiiili LV-8150 auki MF-linjassa (vuoto yläpäässä)
1. 8150 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (tislepumppu 8,2 barg, 7,5 TPS-vesi) 
3. 8150 sekoitussäiliön suunnittelupaine (6 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 07:35:18.260,u330435,,65.035648,25.523593,True,True,False,119.0,46.3,119.0,46.3,87964.0,False,1.0,7.0,0,0,,False,Mass,39908.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1506,467,"8161/8162 pumppuvika (vuoto yläpäästä)
1. Hydrolyysireaktorissa 8200 on kovempi paine kuin sekoitussäiliössä 8150, joten nesteen virtaus sieltä on mahdollista
2. Pinta sekoitussäiliössä nousee
3. Sekoitussäiliö tulee täyteen ja paine nousee
3. 8150 sekoitussäiliön suunnittelupaine (6 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 07:41:52.827,u330435,0.0,65.035648,25.523593,True,True,False,113.0,107.9,113.0,56.34,38569.0,False,1.0,7.0,0,0,,False,Mass,12500.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1507,475,"FC-9252 virtaussäätöpiirin vika, venttiiili FV-9252 auki vesilinjassa (vuoto alapäässä)
1. 9250 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (7,5 TSP-vesi) 
3. 9250 sekoitussäiliön suunnittelupaine (4 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 12:43:14.963,u330435,,65.035648,25.523593,True,True,False,75.4,53.0,119.0,53.0,20362.0,False,1.0,1.0,0,0,,False,Mass,20896.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1508,475,"Käynnistyksessä 9250 sekoitussäiliön neste kylmää ja palautustisleitä ei tule paljoa sekoitussäiliöön
1. 9261/9262 pumpun käynnistäminen voi aiheuttaa pinnan laskua ja alipaineen 8150 sekoitussäiliöön sekä 8120 lauhduttimeen
2. 9220 lauhduttimen lommahdus
3. Laiterikko
4. Vuoto sisäänpäin
5. Räjähdysvaarallinen kaasuseos sekoitussäiliöön 9250
6. Jos laitteen sisällä on syttymislähde, syttyminen ja räjähdys
7. Metyyliformiaattisyöttö jatkuu
8. Myrkyllisyysvaikutus, tulipalo
9. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 12:43:15.850,u330435,,65.035648,25.523593,True,True,True,0.1,46.3,0.1,51.0,46068.0,False,4.0,7.0,0,0,,False,Mass,100000.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1509,475,"LC-9250 pinnansäätöpiirin vika, venttiiili LV-9250 auki MF-linjassa (vuoto alapäässä)
1. 9250 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (7,5 TPS-vesi) 
3. 9250 sekoitussäiliön suunnittelupaine (4 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 12:43:16.867,u330435,,65.035648,25.523593,True,True,False,75.4,46.3,119.0,46.3,87964.0,False,1.0,1.0,0,0,,False,Mass,39908.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1512,476,"MH4 tehtaan pysäytyksessä kuumaa höyryä reaktorin vaippaan
1. 8 bar höyryn lämpötila max. 220 C
2. Hydrolyysireaktorin 8200 lämpötila nousee samoin, jolloin höyrynpaine voi nousta 34,8 barg
3. Reaktorin suunnittelupaine (20 bar) ylittyy 1.3-kertaisesti
5. Vuoto ulos reaktorin kannesta
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 12:43:17.647,u330435,0.0,65.035648,25.523593,True,True,False,505.0,220.0,145.0,51.0,38569.0,False,1.0,6.0,0,0,,False,Mass,9200.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1513,476,"8161/8162 pumppuvika (vuoto alapäästä)
1. Hydrolyysireaktorissa 8200 on kovempi paine kuin sekoitussäiliössä 8150, joten nesteen virtaus sieltä on mahdollista
2. Pinta sekoitussäiliössä nousee
3. Sekoitussäiliö tulee täyteen ja paine nousee
3. 8150 sekoitussäiliön suunnittelupaine (6 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 12:43:18.057,u330435,0.0,65.035648,25.523593,True,True,False,113.0,107.9,113.0,56.34,38569.0,False,1.0,1.0,0,0,,False,Mass,12500.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1514,476,"8161/8162 pumppuvika (vuoto yläpäästä)
1. Hydrolyysireaktorissa 8200 on kovempi paine kuin sekoitussäiliössä 8150, joten nesteen virtaus sieltä on mahdollista
2. Pinta sekoitussäiliössä nousee
3. Sekoitussäiliö tulee täyteen ja paine nousee
3. 8150 sekoitussäiliön suunnittelupaine (6 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus, tulipalo
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 12:43:18.633,u330435,0.0,65.035648,25.523593,True,True,False,113.0,107.9,113.0,56.34,38569.0,False,1.0,7.0,0,0,,False,Mass,12500.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1515,475,"FC-9252 virtaussäätöpiirin vika, venttiiili FV-9252 auki vesilinjassa (vuoto yläpäässä)
1. 9250 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (7,5 TSP-vesi) 
3. 9250 sekoitussäiliön suunnittelupaine (4 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 07:48:32.937,u330435,,65.035648,25.523593,True,True,False,75.4,53.0,119.0,53.0,20362.0,False,1.0,7.0,0,0,,False,Mass,20896.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1516,475,"LC-9250 pinnansäätöpiirin vika, venttiiili LV-9250 auki MF-linjassa (vuoto yläpäässä)
1. 9250 Sekoitussäiliö täyttyy ja ylitäyttyy
2. Tulevan metyyliformiaatin paine noin 7,5 bar (7,5 TPS-vesi) 
3. 9250 sekoitussäiliön suunnittelupaine (4 barg) ylittyy yli 1,3-kertaisesti
4. Sekoitussäiliössä laippavuoto
5. Vuoto ulos
6. Myrkyllisyysvaikutus
7. Henkilövahinko",,MH2 tasetiedot,0,2024-02-19 07:52:41.537,u330435,,65.035648,25.523593,True,True,False,75.4,46.3,119.0,46.3,87964.0,False,1.0,7.0,0,0,,False,Mass,39908.0,150.0,False,,,,55.0,0.9,,False,False,both,0.5,,,,,
1517,484,Vapor equalization line to AN railcar is closed during unloading,,,0,2024-02-19 16:01:54.110,u331339,13.0,30.24941,-91.091045,True,True,True,35.0,35.0,1.0,27.0,180.0,False,8.0,11.5,6,0,,False,Mass,90000.0,,False,PHA 2.2.1.1,,,300.0,3.0,St. Gabriel,False,False,night,,,,,,
1518,485,P-31019A malfunctions closed resulting in high pressure in R-3119,,,0,2024-02-19 18:49:39.773,u331339,12.0,30.251126,-91.092485,True,True,False,84.0,71.0,,,,True,,10.0,0,0,,False,Mass,8191.0,,False,4.2.1,,,157.0,5.0,St. Gabriel,True,False,night,,,,,,
1519,399,"TTID 1519; LOPA 1118776843, 1118776846, 1119146892, 119146910, 1119146930, 1119146929. 
Scen1: Laippavuoto hydrolyysireaktorin 4200 kannesta (25mm)
Scen2: PC-4220 kiinni -> Vuoto 4180 kannesta.
Scen3: Ulkoinen tulipalo -> Laippavuoto hydrolyysireaktorin 4200 kannesta

Rev A 20.2.2024 Ensimmäinen versio. 
Rev B 22.7.2024 Offsite ja occupancy päivitetty",,"Laippavuoto hydrolyysireaktorin 4200 kannesta
1. Hydrolyysireaktorin nestettä ulos reaktorin miesluukun kohdasta
2. Myrkyllisyysvaikutus, tulipalo
3. Henkilövahinko

PC-4220 paineensäätöpiirin vika, venttiili (flash-venttiili) kiinni
1. 4161/4162 pumppu pumppaa suljettua venttiiliä vasten
2. Pumput nostavat painetta max 15,5 bar ja hydrolyysireaktorin 4200 höyrynpaine 178 asteessa (normaali höyryn lämpötila, kun ruiskutus toimii) on 17,4 barg. Etulämmönvaihtimen suunnittelupaine ylittyy yli 1,3-kertaisesti
3. Laippavuoto etulämmönvaihtimen kannessa
4. Keskisuuri vuoto
5. Myrkyllisyysvaikutus, tulipalo
6. Henkilövahinko",0,2024-02-20 01:43:45.333,u330435,0.0,65.035212,25.521848,True,True,False,145.0,121.0,145.0,51.0,38569.0,False,1.0,6.0,0,0,,False,Mass,20900.0,95.0,False,"118776843, 1118776846, 1119146892, 119146910, 1119146930...",,,323.0,2.3,,False,False,both,0.3,,,,,
1520,399,"TTID 1520; LOPA 1119146915, 1119146914. 
Scen1: Laippavuoto hydrolyysireaktorin 4200 kannesta (5mm)
Scen2: Käynnistyksessä hydrolyysireaktorissa 4200 ei pintaa eikä painetta -> vuoto.

Rev A 20.2.2024 Ensimmäinen versio. 
Rev B 22.7.2024 Offsite ja occupancy päivitetty",,"Laippavuoto hydrolyysireaktorin 4200 kannesta
1. Hydrolyysireaktorin nestettä ulos reaktorin miesluukun kohdasta
2. Myrkyllisyysvaikutus, tulipalo
3. Henkilövahinko

Käynnistyksessä hydrolyysireaktorissa 4200 ei pintaa eikä painetta
1. Kun syöttö aloitetaan, etulämmönvaihtajasta 4180 voi tulla 2-faasivirtaus, joka aiheuttaa loisketta ja tärinää
2. Mahdollinen pieni laippavuoto
3. Myrkyllisyysvaikutus
4. Henkilövahinko",0,2024-02-20 04:46:00.430,u330435,0.0,65.035212,25.521848,True,True,False,145.0,121.0,145.0,51.0,38569.0,False,0.2,6.0,0,0,,False,Mass,20900.0,95.0,False,"1119146915, 1119146914",,,323.0,2.3,,False,False,both,0.3,,,,,
